event,time,hopform,hopto,from,to,,id,length
#150747,1551.892712,6," 8	",5,8,1550,15434,488 bytes
#150758,1551.990017,2," 4	",0,8,1519,15435,693 bytes
#150762,1551.996374,4," 8	",0,8,1519,15435,693 bytes
#150783,1552.380653,0," 1	",5,1,1551,15438,451 bytes
#150801,1552.422828,5," 0	",7,1,1555,15440,504 bytes
#150805,1552.427291,0," 1	",7,1,1555,15440,504 bytes
#150820,1552.477676,4," 6	",2,6,1557,15441,213 bytes
#150834,1552.69852,2," 4	",0,8,1520,15443,548 bytes
#150838,1552.703716,4," 8	",0,8,1520,15443,548 bytes
#150849,1552.838453,2," 4	",1,6,1523,15444,299 bytes
#150853,1552.841658,4," 6	",1,6,1523,15444,299 bytes
#150864,1552.872479,6," 5	",9,1,1567,15445,155 bytes
#150868,1552.874402,5," 0	",9,1,1567,15445,155 bytes
#150872,1552.876074,0," 1	",9,1,1567,15445,155 bytes
#150883,1552.903788,0," 1	",5,1,1552,15446,757 bytes
#150894,1552.939983,4," 8	",2,8,1558,15447,650 bytes
#150912,1553.115973,5," 0	",6,1,1526,15449,944 bytes
#150916,1553.123956,0," 1	",6,1,1526,15449,944 bytes
#150933,1553.265117,5," 0	",7,1,1556,15452,453 bytes
#150937,1553.269172,0," 1	",7,1,1556,15452,453 bytes
#150948,1553.292473,6," 8	",7,8,1557,15453,425 bytes
#150959,1553.306857,4," 8	",3,8,1513,15454,704 bytes
#150973,1553.589052,6," 8	",5,8,1554,15456,440 bytes
#150984,1553.732639,4," 6	",3,6,1514,15457,149 bytes
#150995,1553.771191,4," 6	",3,6,1515,15458,337 bytes
#151006,1553.782215,4," 6	",2,6,1559,15459,562 bytes
#151017,1553.846924,4," 8	",3,8,1516,15460,270 bytes
#151028,1553.901232,6," 5	",9,1,1568,15461,429 bytes
#151032,1553.905347,5," 0	",9,1,1568,15461,429 bytes
#151036,1553.909211,0," 1	",9,1,1568,15461,429 bytes
#151047,1553.913689,6," 5	",9,1,1569,15462,335 bytes
#151051,1553.917052,5," 0	",9,1,1569,15462,335 bytes
#151055,1553.920164,0," 1	",9,1,1569,15462,335 bytes
#151066,1554.133473,4," 8	",2,8,1560,15463,399 bytes
#151077,1554.157529,2," 4	",1,8,1524,15464,926 bytes
#151081,1554.16575,4," 8	",1,8,1524,15464,926 bytes
#151092,1554.251162,4," 8	",3,8,1517,15465,280 bytes
#151103,1554.32902,4," 6	",2,6,1561,15466,602 bytes
#151121,1554.836856,4," 8	",3,8,1518,15468,326 bytes
#151145,1555.261891,4," 2	",8,1,1604,15471,612 bytes
#151153,1555.267618,2," 1	",8,1,1604,15471,612 bytes
#151161,1555.273099,4," 2	",8,1,1605,15473,315 bytes
#151168,1555.27645,2," 1	",8,1,1605,15473,315 bytes
#151189,1556.001965,0," 1	",5,1,1555,15476,389 bytes
#151200,1556.097469,5," 0	",6,1,1532,15477,366 bytes
#151204,1556.100829,0," 1	",6,1,1532,15477,366 bytes
#151222,1556.473541,5," 0	",7,1,1558,15479,618 bytes
#151226,1556.478917,0," 1	",7,1,1558,15479,618 bytes
#151237,1556.522324,5," 6	",0,6,1522,15480,356 bytes
#151255,1557.164832,6," 8	",5,8,1557,15482,951 bytes
#151273,1557.244657,2," 1	",4,1,1480,15483,1001 bytes
#151311,1557.522779,5," 0	",7,1,1560,15489,366 bytes
#151315,1557.526139,0," 1	",7,1,1560,15489,366 bytes
#151333,1558.067148,0," 1	",5,1,1559,15492,861 bytes
#151375,1558.79491,0," 1	",5,1,1560,15498,670 bytes
#151386,1558.841496,2," 4	",0,8,1524,15499,340 bytes
#151390,1558.845028,4," 8	",0,8,1524,15499,340 bytes
#151404,1558.905304,5," 6	",0,6,1525,15500,696 bytes
#151419,1558.926895,5," 0	",6,1,1535,15502,226 bytes
#151423,1558.929134,0," 1	",6,1,1535,15502,226 bytes
#151434,1559.057417,4," 8	",2,8,1563,15503,377 bytes
#151445,1559.063469,6," 8	",5,8,1561,15504,239 bytes
#151456,1559.125825,0," 1	",5,1,1562,15505,360 bytes
#151467,1559.144825,2," 4	",1,8,1525,15506,311 bytes
#151471,1559.148125,4," 8	",1,8,1525,15506,311 bytes
#151496,1559.538017,5," 0	",7,1,1561,15509,446 bytes
#151500,1559.542016,0," 1	",7,1,1561,15509,446 bytes
#151511,1559.547064,4," 2	",8,1,1609,15510,220 bytes
#151515,1559.549655,2," 1	",8,1,1609,15510,220 bytes
#151547,1560.044415,6," 8	",5,8,1564,15514,739 bytes
#151565,1560.303658,2," 4	",1,8,1526,15516,898 bytes
#151569,1560.311654,4," 8	",1,8,1526,15516,898 bytes
#151580,1560.523,4," 8	",3,8,1521,15517,305 bytes
#151591,1560.538697,5," 0	",7,1,1563,15518,327 bytes
#151595,1560.541744,0," 1	",7,1,1563,15518,327 bytes
#151630,1561.097958,4," 8	",2,8,1564,15523,952 bytes
#151657,1561.775256,0," 1	",5,1,1569,15528,486 bytes
#151661,1561.778712,2," 4	",1,6,1528,15527,889 bytes
#151669,1561.786636,4," 6	",1,6,1528,15527,889 bytes
#151680,1561.826023,5," 0	",7,1,1564,15529,934 bytes
#151684,1561.833926,0," 1	",7,1,1564,15529,934 bytes
#151702,1562.046824,2," 4	",0,8,1528,15531,563 bytes
#151706,1562.05214,4," 8	",0,8,1528,15531,563 bytes
#151717,1562.127874,2," 4	",1,8,1529,15532,919 bytes
#151721,1562.136038,4," 8	",1,8,1529,15532,919 bytes
#151732,1562.205795,4," 8	",3,8,1523,15533,750 bytes
#151743,1562.356017,6," 8	",5,8,1570,15534,946 bytes
#151754,1562.424238,5," 0	",6,1,1537,15535,357 bytes
#151758,1562.427525,0," 1	",6,1,1537,15535,357 bytes
#151779,1562.529044,6," 5	",9,1,1573,15538,621 bytes
#151783,1562.534696,5," 0	",9,1,1573,15538,621 bytes
#151787,1562.540095,0," 1	",9,1,1573,15538,621 bytes
#151798,1562.885533,5," 0	",7,1,1565,15539,648 bytes
#151802,1562.891149,0," 1	",7,1,1565,15539,648 bytes
#151813,1562.935091,2," 1	",4,1,1484,15540,875 bytes
#151831,1563.249655,5," 0	",7,1,1566,15542,647 bytes
#151835,1563.255263,0," 1	",7,1,1566,15542,647 bytes
#151846,1563.305796,2," 4	",0,8,1530,15543,1004 bytes
#151850,1563.314641,4," 8	",0,8,1530,15543,1004 bytes
#151868,1563.434329,6," 5	",9,1,1574,15545,944 bytes
#151872,1563.442564,5," 0	",9,1,1574,15545,944 bytes
#151876,1563.450548,0," 1	",9,1,1574,15545,944 bytes
#151929,1564.483371,6," 8	",7,8,1567,15552,406 bytes
#151940,1564.539872,2," 4	",1,8,1531,15553,795 bytes
#151944,1564.547044,4," 8	",1,8,1531,15553,795 bytes
#151962,1564.866919,6," 5	",9,1,1575,15555,130 bytes
#151966,1564.868642,5," 0	",9,1,1575,15555,130 bytes
#151970,1564.870114,0," 1	",9,1,1575,15555,130 bytes
#151981,1565.052143,2," 4	",1,6,1532,15556,807 bytes
#151985,1565.059412,4," 6	",1,6,1532,15556,807 bytes
#151992,1565.063994,4," 8	",3,8,1526,15557,187 bytes
#152007,1565.101749,2," 4	",1,6,1533,15558,874 bytes
#152011,1565.109554,4," 6	",1,6,1533,15558,874 bytes
#152025,1565.399564,2," 1	",4,1,1487,15560,439 bytes
#152036,1565.539284,6," 8	",7,8,1568,15561,132 bytes
#152047,1565.5594,6," 8	",5,8,1571,15562,628 bytes
#152065,1565.634776,6," 8	",5,8,1572,15564,727 bytes
#152076,1565.651897,4," 8	",2,8,1566,15565,554 bytes
#152144,1566.837744,2," 4	",1,6,1537,15577,829 bytes
#152148,1566.845189,4," 6	",1,6,1537,15577,829 bytes
#152159,1566.856941,5," 0	",7,1,1572,15578,962 bytes
#152163,1566.865068,0," 1	",7,1,1572,15578,962 bytes
#152188,1567.071145,2," 1	",4,1,1490,15581,574 bytes
#152247,1568.047103,4," 6	",2,6,1570,15590,407 bytes
#152258,1568.171999,4," 8	",3,8,1527,15591,670 bytes
#152282,1568.712651,5," 0	",6,1,1543,15595,194 bytes
#152286,1568.714634,0," 1	",6,1,1543,15595,194 bytes
#152304,1568.864666,6," 8	",7,8,1573,15597,568 bytes
#152318,1569.084041,5," 6	",0,6,1533,15599,847 bytes
#152332,1569.179353,6," 8	",7,8,1574,15601,483 bytes
#152343,1569.312307,0," 1	",5,1,1573,15602,192 bytes
#152361,1569.418277,5," 6	",0,6,1534,15604,772 bytes
#152379,1569.491271,4," 6	",3,6,1529,15606,297 bytes
#152404,1569.742018,4," 2	",8,1,1620,15609,640 bytes
#152408,1569.747969,2," 1	",8,1,1620,15609,640 bytes
#152440,1570.274066,2," 4	",1,8,1543,15613,694 bytes
#152444,1570.280431,4," 8	",1,8,1543,15613,694 bytes
#152455,1570.301692,6," 8	",7,8,1575,15614,168 bytes
#152466,1570.672754,4," 2	",8,1,1622,15615,946 bytes
#152470,1570.681153,2," 1	",8,1,1622,15615,946 bytes
#152488,1570.915267,4," 8	",3,8,1530,15617,711 bytes
#152499,1570.953919,5," 0	",6,1,1545,15618,814 bytes
#152503,1570.960863,0," 1	",6,1,1545,15618,814 bytes
#152524,1571.183385,5," 6	",0,6,1536,15620,584 bytes
#152546,1571.591177,5," 0	",7,1,1576,15623,334 bytes
#152550,1571.59428,0," 1	",7,1,1576,15623,334 bytes
#152561,1571.650734,5," 0	",7,1,1577,15624,391 bytes
#152565,1571.654294,0," 1	",7,1,1577,15624,391 bytes
#152576,1571.695503,6," 8	",5,8,1574,15625,997 bytes
#152587,1571.73674,0," 1	",5,1,1575,15626,1016 bytes
